"status","result__focalYear","result__focalSample","result__targetYear","result__targetSample","result__statType","result__subject","result__grade","result__jurisdiction","result__scale","result__variable","result__variableLabel","result__valLabel","result__valValue","result__focalValue","result__isFocalStatDisplayable","result__focalErrorFlag","result__targetValue","result__isTargetStatDisplayable","result__targetErrorFlag","result__isSigDisplayable","result__gap","result__sig"
"","2009","R3","2017","R3","MN:MN","RED","4","SC","RRPCM","GENDER","Gender","Male","1","213.406127584539","1","0","209.566332038524","1","0","1","3.83979554601501","EQUAL"
"","2009","R3","2017","R3","MN:MN","RED","4","SC","RRPCM","GENDER","Gender","Female","2","218.548467866338","1","0","216.908854720215","1","0","1","1.639613146123","EQUAL"
"","2009","R3","2017","R3","MN:MN","RED","4","SD","RRPCM","GENDER","Gender","Male","1","219.526939475528","1","0","219.150621593835","1","0","1","0.376317881692984","EQUAL"
"","2009","R3","2017","R3","MN:MN","RED","4","SD","RRPCM","GENDER","Gender","Female","2","224.986731815052","1","0","224.399956002526","1","0","1","0.586775812525985","EQUAL"
"","2009","R3","2017","R3","MN:MN","RED","4","TN","RRPCM","GENDER","Gender","Male","1","213.857725172857","1","0","215.298266319795","1","0","1","-1.44054114693802","EQUAL"
"","2009","R3","2017","R3","MN:MN","RED","4","TN","RRPCM","GENDER","Gender","Female","2","219.654583068219","1","0","222.683551442476","1","0","1","-3.02896837425698","EQUAL"
"","2009","R3","2017","R3","MN:MN","RED","4","TX","RRPCM","GENDER","Gender","Male","1","215.671112654453","1","0","213.480033355234","1","0","1","2.19107929921898","EQUAL"
"","2009","R3","2017","R3","MN:MN","RED","4","TX","RRPCM","GENDER","Gender","Female","2","222.172896698448","1","0","216.385004986515","1","0","1","5.78789171193299","HIGHER"
"","2009","R3","2017","R3","MN:MN","RED","4","UT","RRPCM","GENDER","Gender","Male","1","216.930110591978","1","0","221.076776708183","1","0","1","-4.14666611620498","LOWER"
"","2009","R3","2017","R3","MN:MN","RED","4","UT","RRPCM","GENDER","Gender","Female","2","221.549557044143","1","0","229.646934844987","1","0","1","-8.09737780084399","LOWER"
"","2009","R3","2017","R3","MN:MN","RED","4","VA","RRPCM","GENDER","Gender","Male","1","222.780828509803","1","0","226.245481047042","1","0","1","-3.464652537239","EQUAL"
"","2009","R3","2017","R3","MN:MN","RED","4","VA","RRPCM","GENDER","Gender","Female","2","230.467290216981","1","0","229.020300389193","1","0","1","1.446989827788","EQUAL"
"","2009","R3","2017","R3","MN:MN","RED","4","VT","RRPCM","GENDER","Gender","Male","1","226.107833888701","1","0","223.347717963286","1","0","1","2.76011592541502","EQUAL"
"","2009","R3","2017","R3","MN:MN","RED","4","VT","RRPCM","GENDER","Gender","Female","2","231.477268708324","1","0","229.647313824145","1","0","1","1.82995488417902","EQUAL"
"","2009","R3","2017","R3","MN:MN","RED","4","WA","RRPCM","GENDER","Gender","Male","1","217.090701068869","1","0","220.253237723325","1","0","1","-3.16253665445598","EQUAL"
"","2009","R3","2017","R3","MN:MN","RED","4","WA","RRPCM","GENDER","Gender","Female","2","225.73310603714","1","0","226.101112346985","1","0","1","-0.368006309844986","EQUAL"
"","2009","R3","2017","R3","MN:MN","RED","4","WI","RRPCM","GENDER","Gender","Male","1","216.606253978099","1","0","216.729202781108","1","0","1","-0.122948803008995","EQUAL"
"","2009","R3","2017","R3","MN:MN","RED","4","WI","RRPCM","GENDER","Gender","Female","2","223.888108776553","1","0","222.770313133907","1","0","1","1.117795642646","EQUAL"
"","2009","R3","2017","R3","MN:MN","RED","4","WV","RRPCM","GENDER","Gender","Male","1","210.866604167164","1","0","212.899002575232","1","0","1","-2.03239840806799","EQUAL"
"","2009","R3","2017","R3","MN:MN","RED","4","WV","RRPCM","GENDER","Gender","Female","2","218.304084725482","1","0","221.840048256304","1","0","1","-3.53596353082199","EQUAL"
"","2009","R3","2017","R3","MN:MN","RED","4","WY","RRPCM","GENDER","Gender","Male","1","219.129597190501","1","0","224.198569277745","1","0","1","-5.06897208724402","LOWER"
"","2009","R3","2017","R3","MN:MN","RED","4","WY","RRPCM","GENDER","Gender","Female","2","226.497720780367","1","0","229.691692267162","1","0","1","-3.19397148679502","LOWER"
"","2017","R3","2009","R3","MN:MN","RED","4","AK","RRPCM","GENDER","Gender","Male","1","203.051301733822","1","0","206.724229238307","1","0","1","-3.67292750448502","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","AK","RRPCM","GENDER","Gender","Female","2","211.343342655427","1","0","215.71123377191","1","0","1","-4.36789111648301","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","AL","RRPCM","GENDER","Gender","Male","1","212.821109127363","1","0","211.741930523666","1","0","1","1.07917860369699","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","AL","RRPCM","GENDER","Gender","Female","2","220.00659985074","1","0","221.100698822002","1","0","1","-1.09409897126199","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","AR","RRPCM","GENDER","Gender","Male","1","211.742620046806","1","0","210.975857970207","1","0","1","0.766762076599008","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","AR","RRPCM","GENDER","Gender","Female","2","220.633009661892","1","0","221.564513112664","1","0","1","-0.931503450771999","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","AZ","RRPCM","GENDER","Gender","Male","1","213.462670407749","1","0","206.91368007731","1","0","1","6.54899033043898","HIGHER"
"","2017","R3","2009","R3","MN:MN","RED","4","AZ","RRPCM","GENDER","Gender","Female","2","217.52022692494","1","0","213.189224464919","1","0","1","4.33100246002101","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","CA","RRPCM","GENDER","Gender","Male","1","210.770608174651","1","0","207.05521802869","1","0","1","3.71539014596098","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","CA","RRPCM","GENDER","Gender","Female","2","220.293138391767","1","0","212.637645495975","1","0","1","7.65549289579201","HIGHER"
"","2017","R3","2009","R3","MN:MN","RED","4","CO","RRPCM","GENDER","Gender","Male","1","221.616405581263","1","0","222.255777048415","1","0","1","-0.639371467152017","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","CO","RRPCM","GENDER","Gender","Female","2","228.020431406647","1","0","229.229587744303","1","0","1","-1.209156337656","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","CT","RRPCM","GENDER","Gender","Male","1","225.698849929144","1","0","224.539053221183","1","0","1","1.15979670796099","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","CT","RRPCM","GENDER","Gender","Female","2","231.069405346695","1","0","233.503625819799","1","0","1","-2.43422047310401","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","DC","RRPCM","GENDER","Gender","Male","1","209.705916844349","1","0","198.09476619822","1","0","1","11.611150646129","HIGHER"
"","2017","R3","2009","R3","MN:MN","RED","4","DC","RRPCM","GENDER","Gender","Female","2","217.072684685453","1","0","205.745940436248","1","0","1","11.326744249205","HIGHER"
"","2017","R3","2009","R3","MN:MN","RED","4","DE","RRPCM","GENDER","Gender","Male","1","217.021409498135","1","0","222.871741913992","1","0","1","-5.850332415857","LOWER"
"","2017","R3","2009","R3","MN:MN","RED","4","DE","RRPCM","GENDER","Gender","Female","2","226.004407373958","1","0","228.188623248368","1","0","1","-2.18421587441","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","FL","RRPCM","GENDER","Gender","Male","1","226.087476173822","1","0","222.520196142602","1","0","1","3.56728003122001","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","FL","RRPCM","GENDER","Gender","Female","2","230.529306500008","1","0","228.864213100664","1","0","1","1.66509339934402","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","GA","RRPCM","GENDER","Gender","Male","1","215.996047534845","1","0","214.285713784052","1","0","1","1.71033375079298","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","GA","RRPCM","GENDER","Gender","Female","2","223.466198208395","1","0","221.361034926051","1","0","1","2.10516328234402","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","HI","RRPCM","GENDER","Gender","Male","1","211.964397509755","1","0","205.133223911118","1","0","1","6.83117359863701","HIGHER"
"","2017","R3","2009","R3","MN:MN","RED","4","HI","RRPCM","GENDER","Gender","Female","2","221.162989929584","1","0","216.667260582377","1","0","1","4.495729347207","HIGHER"
"","2017","R3","2009","R3","MN:MN","RED","4","IA","RRPCM","GENDER","Gender","Male","1","218.886824800057","1","0","216.969432319102","1","0","1","1.91739248095502","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","IA","RRPCM","GENDER","Gender","Female","2","224.767283922007","1","0","225.965447997092","1","0","1","-1.198164075085","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","ID","RRPCM","GENDER","Gender","Male","1","220.323142554217","1","0","216.529222795299","1","0","1","3.79391975891798","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","ID","RRPCM","GENDER","Gender","Female","2","225.360096393287","1","0","225.508265322656","1","0","1","-0.148168929369007","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","IL","RRPCM","GENDER","Gender","Male","1","217.198768621803","1","0","214.842384601743","1","0","1","2.35638402006001","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","IL","RRPCM","GENDER","Gender","Female","2","223.511770872528","1","0","223.512982096406","1","0","1","-0.0012112238780162","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","IN","RRPCM","GENDER","Gender","Male","1","224.220775450879","1","0","218.396813447311","1","0","1","5.823962003568","HIGHER"
"","2017","R3","2009","R3","MN:MN","RED","4","IN","RRPCM","GENDER","Gender","Female","2","228.740295037493","1","0","227.069615397749","1","0","1","1.67067963974401","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","KS","RRPCM","GENDER","Gender","Male","1","220.723398049181","1","0","222.158194640842","1","0","1","-1.43479659166101","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","KS","RRPCM","GENDER","Gender","Female","2","226.005758322008","1","0","225.824207593009","1","0","1","0.181550728999014","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","KY","RRPCM","GENDER","Gender","Male","1","221.930019891246","1","0","222.348690278903","1","0","1","-0.418670387657016","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","KY","RRPCM","GENDER","Gender","Female","2","226.277315777135","1","0","228.90135467551","1","0","1","-2.62403889837501","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","LA","RRPCM","GENDER","Gender","Male","1","210.247423978306","1","0","202.971474175985","1","0","1","7.27594980232098","HIGHER"
"","2017","R3","2009","R3","MN:MN","RED","4","LA","RRPCM","GENDER","Gender","Female","2","213.016657659177","1","0","212.286301426941","1","0","1","0.730356232236005","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","MA","RRPCM","GENDER","Gender","Male","1","232.940258922696","1","0","231.140131812917","1","0","1","1.800127109779","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","MA","RRPCM","GENDER","Gender","Female","2","238.509168665121","1","0","236.323798098131","1","0","1","2.18537056699","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","MD","RRPCM","GENDER","Gender","Male","1","220.695510677558","1","0","222.517762891336","1","0","1","-1.822252213778","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","MD","RRPCM","GENDER","Gender","Female","2","229.591087720435","1","0","229.438725108764","1","0","1","0.152362611671009","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","ME","RRPCM","GENDER","Gender","Male","1","219.211034892129","1","0","219.580233724396","1","0","1","-0.369198832267017","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","ME","RRPCM","GENDER","Gender","Female","2","223.598183573783","1","0","228.09681605876","1","0","1","-4.49863248497701","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","MI","RRPCM","GENDER","Gender","Male","1","213.585807345429","1","0","214.395790902785","1","0","1","-0.809983557355991","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","MI","RRPCM","GENDER","Gender","Female","2","221.986425060769","1","0","222.144885248935","1","0","1","-0.158460188166003","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","MN","RRPCM","GENDER","Gender","Male","1","221.96072873262","1","0","219.818746175199","1","0","1","2.14198255742099","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","MN","RRPCM","GENDER","Gender","Female","2","227.147806435579","1","0","226.975180428138","1","0","1","0.172626007441011","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","MO","RRPCM","GENDER","Gender","Male","1","220.501487280853","1","0","218.974983243073","1","0","1","1.52650403778","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","MO","RRPCM","GENDER","Gender","Female","2","224.976277102049","1","0","229.094861254583","1","0","1","-4.118584152534","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","MS","RRPCM","GENDER","Gender","Male","1","211.578245054099","1","0","207.630693401342","1","0","1","3.947551652757","EQUAL"
"","2017","R3","2009","R3","MN:MN","RED","4","MS","RRPCM","GENDER","Gender","Female","2","218.945226619785","1","0","213.475302408188","1","0","1","5.46992421159698","HIGHER"
